mandi_pair,distance_km,fuel_needed_4kmpl,fuel_cost_95,toll,maintenance,hamali,crates_120piece_150perpiece,Kanta_300_per_mandi,Bhatta,Total expense,average_per_km,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Haryana-Kaithal-Kaithal APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Karnataka-Kolar-Kolar APMC to Karnataka-Kolar-Chickkaballapura APMC,45,11.25,1068.75,225,135,1600,18000,600,245,21873.75,486.0833333,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Kolhapur-Kolhapur APMC,700,175,16625,3500,2100,1600,18000,600,900,43325,61.89285714,,
From Gujarat-Navsari-Navsari APMC to Haryana-Bhiwani-Ch. Dadri APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Uttar Pradesh-Etawah-Jasvantnagar APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Punjab-Ludhiana-Ludhiana APMC to Gujarat-Vadodara(Baroda)-Padra APMC,1300,325,30875,6500,3900,1600,18000,600,1500,62975,48.44230769,,
From Rajasthan-Kota-Kota (F&V) APMC to Haryana-Gurgaon-Gurgaon APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Rajasthan-Jaipur-Chomu FV APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Jalgaon-Jalgaon APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Kolar-Chickkaballapura APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Raebarelli-Salon APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Mandya-K.R. Pet APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Pune-Khed(Chakan) APMC,120,30,2850,600,360,1600,18000,600,320,24330,202.75,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Maharashtra-Pune-Pune APMC to Haryana-Hissar-Barwala(Hisar) APMC,1500,375,35625,7500,4500,1600,18000,600,1700,69525,46.35,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Sangli-Vita APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Punjab-Ludhiana-Ludhiana APMC to Rajasthan-Bhilwara-Bhilwara APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From NCT of Delhi-Delhi-Azadpur APMC to Punjab-Kapurthala-Phagwara APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Azamgarh-Azamgarh APMC,1900,475,45125,9500,5700,1600,18000,600,2100,82625,43.48684211,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Haryana-Faridabad-Ballabhgarh APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Rajasthan-Jaipur-Chomu FV APMC,430,107.5,10212.5,2150,1290,1600,18000,600,630,34482.5,80.19186047,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Andhra Pradesh-Chittor-Palamaner APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Uttar Pradesh-Pratapgarh-Pratapgarh APMC to Andhra Pradesh-Chittor-Punganur APMC,1750,437.5,41562.5,8750,5250,1600,18000,600,1950,77712.5,44.40714286,,
From Punjab-Patiala-Patran APMC to Haryana-Fatehabad-Ratia APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Gujarat-Bharuch-Ankleshwar APMC to Punjab-Patiala-Patran APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,95,23.75,2256.25,475,285,1600,18000,600,295,23511.25,247.4868421,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Kolar-Chickkaballapura APMC,40,10,950,200,120,1600,18000,600,240,21710,542.75,,
From Haryana-Gurgaon-Gurgaon APMC to Uttar Pradesh-Ambedkarnagar-Akbarpur APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Jhansi-Jhansi APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Punjab-Patiala-Patiala APMC to Rajasthan-Alwar-Alwar APMC,300,75,7125,1500,900,1600,18000,600,500,30225,100.75,,
From Karnataka-Kolar-Chickkaballapura APMC to Maharashtra-Mumbai-Mumbai APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Nagpur-Nagpur APMC to Karnataka-Bangalore-Ramanagara APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Kolar-Chickkaballapura APMC,85,21.25,2018.75,425,255,1600,18000,600,285,23183.75,272.75,,
From Haryana-Hissar-Hissar APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,2300,575,54625,11500,6900,1600,18000,600,2500,95725,41.61956522,,
From Haryana-Hissar-Hissar APMC to Maharashtra-Satara-Vai APMC,1500,375,35625,7500,4500,1600,18000,600,1700,69525,46.35,,
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Jhajar-Bahadurgarh APMC,20,5,475,100,60,1600,18000,600,220,21055,1052.75,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Nagpur-Nagpur APMC,1100,275,26125,5500,3300,1600,18000,600,1300,56425,51.29545455,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,1750,437.5,41562.5,8750,5250,1600,18000,600,1950,77712.5,44.40714286,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to NCT of Delhi-Delhi-Azadpur APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Andhra Pradesh-Chittor-Kalikiri APMC,25,6.25,593.75,125,75,1600,18000,600,225,21218.75,848.75,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Haryana-Kaithal-Kaithal APMC,2250,562.5,53437.5,11250,6750,1600,18000,600,2450,94087.5,41.81666667,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Karnataka-Kolar-Chickkaballapura APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From NCT of Delhi-Delhi-Keshopur APMC to Punjab-Kapurthala-Phagwara APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,220,55,5225,1100,660,1600,18000,600,420,27605,125.4772727,,
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Maharashtra-Sholapur-Solapur APMC to Gujarat-Porbandar-Porbandar APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Haryana-Panipat-Panipat APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Madhya Pradesh-Indore-Indore(F&V) APMC to Maharashtra-Nagpur-Nagpur APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
"From Haryana-Faridabad-New Grain Market , Faridabad APMC to Haryana-Fatehabad-Ratia APMC",250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Maharashtra-Satara-Vai APMC to Maharashtra-Pune-Pune(Manjri) APMC,95,23.75,2256.25,475,285,1600,18000,600,295,23511.25,247.4868421,,
From Gujarat-Bharuch-Bharuch APMC to Karnataka-Chamrajnagar-Gundlupet APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Pune-Pune(Moshi) APMC to Haryana-Hissar-Hissar APMC,1500,375,35625,7500,4500,1600,18000,600,1700,69525,46.35,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Ahmednagar-Sangamner APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Rewari-Rewari APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to NCT of Delhi-Delhi-Azadpur APMC,270,67.5,6412.5,1350,810,1600,18000,600,470,29242.5,108.3055556,,
From Maharashtra-Satara-Satara APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Maharashtra-Satara-Satara APMC to Haryana-Kurukshetra-Thanesar APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Karnataka-Kalburgi-Kalburgi APMC to Haryana-Hissar-Hissar APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Gujarat-Bharuch-Ankleshwar APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Haryana-Rewari-Rewari APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Karnataka-Kolar-Chintamani APMC to Haryana-Panipat-Panipat APMC,2250,562.5,53437.5,11250,6750,1600,18000,600,2450,94087.5,41.81666667,,
From Haryana-Hissar-Hissar APMC to Haryana-Fatehabad-Fatehabad APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Auraiya-Auraiya APMC,1600,400,38000,8000,4800,1600,18000,600,1800,72800,45.5,,
From Maharashtra-Pune-Khed(Chakan) APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Pune-Pune APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Pune-Khed(Chakan) APMC,620,155,14725,3100,1860,1600,18000,600,820,40705,65.65322581,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Uttar Pradesh-Jhansi-Jhansi APMC,1650,412.5,39187.5,8250,4950,1600,18000,600,1850,74437.5,45.11363636,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Haryana-Hissar-Hissar APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Haryana-Gurgaon-Gurgaon APMC to Uttar Pradesh-Lakhimpur-Lakhimpur APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
"From Karnataka-Shimoga-Shimoga APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",1300,325,30875,6500,3900,1600,18000,600,1500,62975,48.44230769,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Maharashtra-Jalgaon-Jalgaon APMC to Maharashtra-Pune-Khed(Chakan) APMC,380,95,9025,1900,1140,1600,18000,600,580,32845,86.43421053,,
From Haryana-Gurgaon-Gurgaon APMC to Uttar Pradesh-Ayodhya-Ayodhya APMC,700,175,16625,3500,2100,1600,18000,600,900,43325,61.89285714,,
From Punjab-Ludhiana-Ludhiana APMC to Uttar Pradesh-Aligarh-Aligarh APMC,420,105,9975,2100,1260,1600,18000,600,620,34155,81.32142857,,
From Andhra Pradesh-Chittor-Madanapalli APMC to Haryana-Jhajar-Bahadurgarh APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Gujarat-Surat-Surat APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,1850,462.5,43937.5,9250,5550,1600,18000,600,2050,80987.5,43.77702703,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Rewari-Rewari APMC,580,145,13775,2900,1740,1600,18000,600,780,39395,67.92241379,,
From Andhra Pradesh-Chittor-Punganur APMC to NCT of Delhi-Delhi-Azadpur APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Maharashtra-Jalgaon-Jalgaon APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Maharashtra-Nashik-Nasik APMC to Haryana-Panipat-Panipat APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Andhra Pradesh-Chittor-Kalikiri APMC to NCT of Delhi-Delhi-Keshopur APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Kalburgi-Kalburgi APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From NCT of Delhi-Delhi-Keshopur APMC to Gujarat-Ahmedabad-Ahmedabad APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Haryana-Sonipat-Gohana APMC to Haryana-Fatehabad-Ratia APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Punjab-Ludhiana-Ludhiana APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Karnataka-Shimoga-Shimoga APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Sangli-Islampur APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Rajasthan-Sikar-Sikar APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
"From Haryana-Panipat-Panipat APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,420,105,9975,2100,1260,1600,18000,600,620,34155,81.32142857,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Pune-Pune(Moshi) APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Haryana-Fatehabad-Ratia APMC to Rajasthan-Hanumangarh-HanumangarhTown APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Haryana-Hissar-Hansi APMC to Haryana-Sirsa-Sirsa APMC,130,32.5,3087.5,650,390,1600,18000,600,330,24657.5,189.6730769,,
From Maharashtra-Satara-Satara APMC to Maharashtra-Pune-Pune(Manjri) APMC,110,27.5,2612.5,550,330,1600,18000,600,310,24002.5,218.2045455,,
From Haryana-Rewari-Rewari APMC to Rajasthan-Jodhpur-Jodhpur (F&V) APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Udaipur-Udaipur (F&V) APMC,260,65,6175,1300,780,1600,18000,600,460,28915,111.2115385,,
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Kolhapur-Kolhapur APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Maharashtra-Jalgaon-Jalgaon APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Maharashtra-Pune-Pune(Manjri) APMC to Maharashtra-Satara-Vai APMC,95,23.75,2256.25,475,285,1600,18000,600,295,23511.25,247.4868421,,
From Karnataka-Chamrajnagar-Gundlupet APMC to Maharashtra-Nagpur-Nagpur APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Karnataka-Kolar-Chickkaballapura APMC to Haryana-Hissar-Barwala(Hisar) APMC,2300,575,54625,11500,6900,1600,18000,600,2500,95725,41.61956522,,
From Punjab-Ludhiana-Ludhiana APMC to Uttar Pradesh-Ghaziabad-Noida APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
"From Karnataka-Kolar-Chickkaballapura APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",65,16.25,1543.75,325,195,1600,18000,600,265,22528.75,346.5961538,,
From Gujarat-Bharuch-Ankleshwar APMC to Gujarat-Navsari-Navsari APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Sholapur-Mangal Wedha APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Karnataka-Chikmagalur-Kadur APMC,1900,475,45125,9500,5700,1600,18000,600,2100,82625,43.48684211,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Uttar Pradesh-Ghaziabad-Noida APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Ahmednagar-Sangamner APMC to Karnataka-Kolar-Chickkaballapura APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Andhra Pradesh-Chittor-Kalikiri APMC to NCT of Delhi-Delhi-Azadpur APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Punjab-Kapurthala-Phagwara APMC to Haryana-Jhajar-Bahadurgarh APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Haryana-Panipat-Panipat APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Maharashtra-Jalgaon-Jalgaon APMC to Maharashtra-Pune-Pune APMC,410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Mandya-K.R. Pet APMC,230,57.5,5462.5,1150,690,1600,18000,600,430,27932.5,121.4456522,,
From Maharashtra-Ahmednagar-Sangamner APMC to Haryana-Panipat-Panipat APMC,1400,350,33250,7000,4200,1600,18000,600,1600,66250,47.32142857,,
From Andhra Pradesh-Chittor-Kalikiri APMC to Uttar Pradesh-Barabanki-Safdarganj APMC,1850,462.5,43937.5,9250,5550,1600,18000,600,2050,80987.5,43.77702703,,
From Andhra Pradesh-Chittor-Punganur APMC to Haryana-Faridabad-Ballabhgarh APMC,2000,500,47500,10000,6000,1600,18000,600,2200,85900,42.95,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Basti-Basti APMC,220,55,5225,1100,660,1600,18000,600,420,27605,125.4772727,,
From NCT of Delhi-Delhi-Azadpur APMC to Haryana-Jhajar-Bahadurgarh APMC,35,8.75,831.25,175,105,1600,18000,600,235,21546.25,615.6071429,,
From Gujarat-Ahmedabad-Ahmedabad APMC to NCT of Delhi-Delhi-Azadpur APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Haryana-Rewari-Rewari APMC to Rajasthan-Jaipur-Chomu FV APMC,180,45,4275,900,540,1600,18000,600,380,26295,146.0833333,,
From Punjab-Patiala-Patran APMC to Haryana-Bhiwani-Ch. Dadri APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Karnataka-Shimoga-Shimoga APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Khed(Chakan) APMC,35,8.75,831.25,175,105,1600,18000,600,235,21546.25,615.6071429,,
From Karnataka-Kolar-Mulabagilu APMC to Haryana-Panipat-Panipat APMC,2250,562.5,53437.5,11250,6750,1600,18000,600,2450,94087.5,41.81666667,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Azamgarh-Azamgarh APMC,230,57.5,5462.5,1150,690,1600,18000,600,430,27932.5,121.4456522,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Kolhapur-Kolhapur APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Maharashtra-Sholapur-Solapur APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,620,155,14725,3100,1860,1600,18000,600,820,40705,65.65322581,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,230,57.5,5462.5,1150,690,1600,18000,600,430,27932.5,121.4456522,,
From Maharashtra-Nashik-Nasik APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Ghaziabad-Noida APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Gujarat-Navsari-Navsari APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Pune-Pune APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Gujarat-Morbi-Morbi APMC to NCT of Delhi-Delhi-Azadpur APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Haryana-Hissar-Hissar APMC to Maharashtra-Pune-Pune(Moshi) APMC,1500,375,35625,7500,4500,1600,18000,600,1700,69525,46.35,,
From Maharashtra-Nagpur-Hingna APMC to Haryana-Hissar-Hissar APMC,1400,350,33250,7000,4200,1600,18000,600,1600,66250,47.32142857,,
From Uttar Pradesh-Barabanki-Barabanki APMC to Gujarat-Morbi-Morbi APMC,1450,362.5,34437.5,7250,4350,1600,18000,600,1650,67887.5,46.81896552,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Jalgaon-Jalgaon APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Maharashtra-Jalgaon-Jalgaon APMC to Haryana-Panipat-Panipat APMC,1250,312.5,29687.5,6250,3750,1600,18000,600,1450,61337.5,49.07,,
From Haryana-Hissar-Hansi APMC to Haryana-Kaithal-Kaithal APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Punjab-Ludhiana-Khanna APMC to Haryana-Gurgaon-Pataudi APMC,300,75,7125,1500,900,1600,18000,600,500,30225,100.75,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Haryana-Panipat-Panipat APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Haryana-Panipat-Panipat APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,1500,375,35625,7500,4500,1600,18000,600,1700,69525,46.35,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Sambhal-Muradabad APMC,2150,537.5,51062.5,10750,6450,1600,18000,600,2350,90812.5,42.23837209,,
