"mandi_pair","analysis_grade","consecutive_months","avg_quantity_gap_MT","gross_price_advantage","loss_to_spoilage","net_price_advantage","distance_km","total_transport_cost","profit_per_trip"
From Madhya Pradesh-Shivpuri-Barad APMC to Rajasthan-Alwar-Alwar APMC,Other,3,26.711144248449216,94200.3,4710.015,89490.285,340,13880.0,75610.285
From Madhya Pradesh-Shivpuri-Barad APMC to Haryana-Sonipat-Gohana APMC,Other,3,44.224111888111885,94905.0,4745.25,90159.75,530,19960.0,70199.75
"From Madhya Pradesh-Shivpuri-Barad APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",Other,3,17.1384399867374,78973.2,3948.66,75024.54,430,16760.0,58264.53999999999
From Madhya Pradesh-Shivpuri-Barad APMC to Haryana-Gurgaon-Pataudi APMC,Other,3,40.62540305010893,74006.7,3700.335,70306.36499999999,415,16280.0,54026.36499999999
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,74.288896930383,66143.7,3307.185,62836.515,315,13080.0,49756.515
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Raigad-Panvel APMC,Local,3,645.4524406965584,59474.7,2973.735,56500.965,195,9240.0,47260.965
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Raigad-Panvel APMC,Local,4,53.77654172573898,56374.8,2818.7400000000002,53556.060000000005,155,7960.0,45596.060000000005
From Maharashtra-Pune-Pune APMC to Maharashtra-Raigad-Panvel APMC,Local,6,141.95623716268412,54921.6,2746.08,52175.52,135,7320.0,44855.52
From Madhya Pradesh-Shivpuri-Barad APMC to Punjab-Patiala-Patran APMC,Other,3,29.98736148818502,69142.2,3457.11,65685.09,610,22520.0,43165.09
From Punjab-Bhatinda-Bathinda APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,3,96.71599153042452,53612.1,2680.605,50931.494999999995,190,9080.0,41851.494999999995
From Madhya Pradesh-Shivpuri-Barad APMC to Gujarat-Surendranagar-Vadhvan APMC,Other,3,39.113640311470505,70737.6,3536.8800000000006,67200.72,730,26360.0,40840.72
From Madhya Pradesh-Shivpuri-Barad APMC to Haryana-Rewari-Rewari APMC,Other,3,36.26710178996262,58938.299999999996,2946.915,55991.384999999995,410,16120.0,39871.384999999995
From Punjab-Patiala-Patiala APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,17.528148992584477,46183.200000000004,2309.1600000000003,43874.04,110,6520.0,37354.04
"From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,3,25.095504057428215,49521.9,2476.0950000000003,47045.805,245,10840.0,36205.805
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Raigad-Panvel APMC,Local,5,136.2208999297001,45031.5,2251.5750000000003,42779.925,130,7160.0,35619.925
From Karnataka-Kolar-Kolar APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,518.976353956229,47778.6,2388.93,45389.67,225,10200.0,35189.67
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,84.5389032607599,61230.3,3061.5150000000003,58168.785,630,23160.0,35008.785
From Punjab-Pathankot-Pathankot APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,4,30.586813375243683,45732.9,2286.645,43446.255000000005,170,8440.0,35006.255000000005
From Uttar Pradesh-Mirzapur-Ahirora APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,80.28372065242237,77688.3,3884.4150000000004,73803.88500000001,1120,38840.0,34963.88500000001
From Karnataka-Kolar-Chintamani APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,26.221479694073235,47548.200000000004,2377.4100000000003,45170.79,250,11000.0,34170.79
From Haryana-Fatehabad-Ratia APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,6,5.824216427139966,44785.2,2239.2599999999998,42545.939999999995,180,8760.0,33785.939999999995
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,199.02536754833514,47232.600000000006,2361.6300000000006,44870.97000000001,265,11480.0,33390.97000000001
From Rajasthan-Jaipur-Chomu FV APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,4,8.73178991090927,55112.7,2755.635,52357.064999999995,520,19640.0,32717.064999999995
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Bhiwani-Bhiwani APMC,Other,3,76.11232608695651,41152.5,2057.625,39094.875,120,6840.0,32254.875
"From Haryana-Faridabad-New Grain Market , Faridabad APMC to Punjab-Ropar (Rupnagar)-Ropar APMC",Other,6,30.259237927649693,48448.8,2422.44,46026.36,340,13880.0,32146.36
From Punjab-Patiala-Patran APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,8.55333850931677,41880.0,2094.0,39786.0,150,7800.0,31986.0
From Madhya Pradesh-Shivpuri-Barad APMC to Haryana-Rohtak-Rohtak APMC,Other,3,35.49988981878388,53769.6,2688.48,51081.119999999995,510,19320.0,31761.119999999995
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,5,33.366961321788594,37086.9,1854.3450000000003,35232.555,25,3800.0,31432.555
From Haryana-Rewari-Rewari APMC to Haryana-Sonipat-Gohana APMC,Other,3,7.247087821866146,40077.9,2003.8950000000002,38074.005000000005,125,7000.0,31074.005000000005
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,6,36.92225873251433,64624.2,3231.21,61392.99,870,30840.0,30552.989999999998
From Haryana-Rohtak-Rohtak APMC to Haryana-Sonipat-Gohana APMC,Other,5,9.531313667232599,35790.0,1789.5,34000.5,40,4280.0,29720.5
From Haryana-Rewari-Rewari APMC to Haryana-Bhiwani-Bhiwani APMC,Other,3,6.1546433178534565,36497.7,1824.885,34672.814999999995,90,5880.0,28792.814999999995
"From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",Local,5,146.61052343285414,36745.799999999996,1837.29,34908.509999999995,100,6200.0,28708.509999999995
From Maharashtra-Mumbai-Mumbai APMC to Maharashtra-Raigad-Panvel APMC,Local,6,148.1373529632479,34723.200000000004,1736.1600000000003,32987.04,45,4440.0,28547.04
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,24.632968130921615,40962.0,2048.1,38913.9,260,11320.0,27593.9
From Andhra Pradesh-Kurnool-Pattikonda APMC to Andhra Pradesh-Chittor-Madanapalli APMC,FAQ,3,56.69411183205808,44639.1,2231.955,42407.145,370,14840.0,27567.144999999997
From Haryana-Panipat-Panipat APMC to Haryana-Kurukshetra-Thanesar APMC,Local,6,20.096648191321158,33605.100000000006,1680.2550000000003,31924.845000000005,80,5560.0,26364.845000000005
"From Karnataka-Kolar-Kolar APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",Local,4,543.8093882794674,32459.7,1622.9850000000001,30836.715,75,5400.0,25436.715
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Sonipat-Gohana APMC,Other,4,81.96338098674582,32587.8,1629.39,30958.41,90,5880.0,25078.41
From Karnataka-Kolar-Chintamani APMC to Karnataka-Bangalore-Ramanagara APMC,Local,6,60.85022272857216,33776.1,1688.805,32087.295,130,7160.0,24927.295
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Sonipat-Sonepat APMC,FAQ,3,26.20031378137814,40896.0,2044.8000000000002,38851.2,345,14040.0,24811.199999999997
From Punjab-Patiala-Patran APMC to Haryana-Sonipat-Gohana APMC,Other,3,13.012618245951579,33815.700000000004,1690.7850000000003,32124.915000000005,140,7480.0,24644.915000000005
From Maharashtra-Nashik-Nasik APMC to Gujarat-Navsari-Navsari APMC,Local,3,60.41796510187999,36093.0,1804.65,34288.35,215,9880.0,24408.35
From Haryana-Gurgaon-Gurgaon APMC to Rajasthan-Alwar-Alwar APMC,Other,4,68.54388460803902,32666.700000000004,1633.3350000000003,31033.365000000005,130,7160.0,23873.365000000005
From Karnataka-Kolar-Chickkaballapura APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,9.131475928192573,35842.5,1792.125,34050.375,245,10840.0,23210.375
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,5,36.74402271078607,40324.8,2016.2400000000002,38308.560000000005,380,15160.0,23148.560000000005
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Raigad-Panvel APMC,Local,5,123.87825555789198,61879.2,3093.96,58785.24,1020,35640.0,23145.239999999998
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Nagpur-Hingna APMC,Local,3,4.302229502229502,32035.799999999996,1601.79,30434.009999999995,160,8120.0,22314.009999999995
From Rajasthan-Sikar-Sikar APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,6,26.763560635296233,35006.700000000004,1750.3350000000003,33256.365000000005,265,11480.0,21776.365000000005
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Sirsa-Sirsa APMC,FAQ,5,38.46561912681913,34041.9,1702.0950000000003,32339.805,240,10680.0,21659.805
From Andhra Pradesh-Kurnool-Pattikonda APMC to Andhra Pradesh-Chittor-Kalikiri APMC,FAQ,3,140.01471800673735,35147.7,1757.385,33390.314999999995,280,11960.0,21430.314999999995
From Haryana-Sonipat-Sonepat APMC to Haryana-Hissar-Hansi APMC,FAQ,3,3.3365259907359754,29443.5,1472.1750000000002,27971.325,115,6680.0,21291.325
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,6,61.44332305663028,33378.299999999996,1668.915,31709.384999999995,235,10520.0,21189.384999999995
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Jhajar-Jhajjar APMC,Other,4,75.9844512261759,27258.6,1362.93,25895.67,55,4760.0,21135.67
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,4.765327184892402,48055.5,2402.775,45652.725,675,24600.0,21052.725
From Punjab-Ludhiana-Ludhiana APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,6,36.21722796514939,26619.9,1330.9950000000001,25288.905000000002,45,4440.0,20848.905000000002
From Haryana-Sonipat-Sonepat APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,6,11.997684397889913,27260.1,1363.005,25897.094999999998,65,5080.0,20817.094999999998
"From Rajasthan-Sikar-Sikar APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,4,19.845247283606785,36216.0,1810.8000000000002,34405.2,335,13720.0,20685.199999999997
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Bangalore-Ramanagara APMC,Local,5,187.16766907455363,29463.9,1473.1950000000002,27990.705,135,7320.0,20670.705
From Madhya Pradesh-Indore-Indore(F&V) APMC to Maharashtra-Raigad-Panvel APMC,Local,3,27.521389936890554,44041.799999999996,2202.0899999999997,41839.71,575,21400.0,20439.71
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,Local,3,80.25076788291074,27160.2,1358.0100000000002,25802.190000000002,90,5880.0,19922.190000000002
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Satara-Vai APMC,Local,6,12.329106623961955,32851.799999999996,1642.59,31209.209999999995,270,11640.0,19569.209999999995
From Andhra Pradesh-Chittor-Punganur APMC to Andhra Pradesh-Chittor-Kalikiri APMC,FAQ,3,42.06984321889371,25719.0,1285.95,24433.05,65,5080.0,19353.05
From Karnataka-Kolar-Kolar APMC to Maharashtra-Raigad-Panvel APMC,Local,4,524.207536103708,56251.5,2812.5750000000003,53438.925,980,34360.0,19078.925000000003
From Maharashtra-Sholapur-Solapur APMC to Gujarat-Navsari-Navsari APMC,Local,3,13.779554038005365,42722.399999999994,2136.12,40586.27999999999,585,21720.0,18866.27999999999
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,6,170.07255915144432,23327.100000000002,1166.3550000000002,22160.745000000003,12,3384.0,18776.745000000003
From Haryana-Rewari-Rewari APMC to Haryana-Gurgaon-Pataudi APMC,Other,6,5.21150200845853,24026.1,1201.305,22824.795,35,4120.0,18704.795
From Rajasthan-Alwar-Alwar APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,5,18.333415231216645,39942.3,1997.1150000000002,37945.185000000005,510,19320.0,18625.185000000005
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,113.14485662005318,39784.8,1989.2400000000002,37795.560000000005,510,19320.0,18475.560000000005
From Andhra Pradesh-Kurnool-Pattikonda APMC to Andhra Pradesh-Annamayya-Valmikipuram APMC,FAQ,3,106.16769897215717,33664.5,1683.2250000000001,31981.275,330,13560.0,18421.275
"From Haryana-Gurgaon-Gurgaon APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",Other,4,54.52102201908343,23742.6,1187.1299999999999,22555.469999999998,40,4280.0,18275.469999999998
From Rajasthan-Sikar-Sikar APMC to Haryana-Sirsa-Sirsa APMC,FAQ,6,29.496377179336303,30654.600000000002,1532.7300000000002,29121.870000000003,265,11480.0,17641.870000000003
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Gurgaon-Pataudi APMC,Other,5,77.41740734580733,22851.600000000002,1142.5800000000002,21709.02,35,4120.0,17589.02
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,FAQ,3,172.04202076934328,23013.6,1150.68,21862.92,55,4760.0,17102.92
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Hissar-Hansi APMC,FAQ,5,32.747239417297024,28348.2,1417.41,26930.79,235,10520.0,16410.79
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,3,26.565384615384616,23943.3,1197.165,22746.135,105,6360.0,16386.135
From Rajasthan-Sikar-Sikar APMC to Haryana-Hissar-Hansi APMC,FAQ,5,22.06217657772118,26967.3,1348.365,25618.934999999998,195,9240.0,16378.934999999998
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Bhiwani-Bhiwani APMC,Other,3,37.09372685185185,40022.1,2001.105,38020.994999999995,585,21720.0,16300.994999999995
"From Punjab-Ludhiana-Ludhiana APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,5,27.180042606894766,26515.2,1325.7600000000002,25189.440000000002,185,8920.0,16269.440000000002
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Nagpur-Nagpur APMC,Local,3,51.51968719452591,55969.200000000004,2798.4600000000005,53170.740000000005,1060,36920.0,16250.740000000005
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Sonipat-Sonepat APMC,FAQ,3,113.31431893270128,30934.200000000004,1546.7100000000003,29387.490000000005,320,13240.0,16147.490000000005
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,3,37.645532245532245,34738.8,1736.9400000000003,33001.86,440,17080.0,15921.86
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Rohtak-Rohtak APMC,Other,3,74.90521885521885,22492.5,1124.625,21367.875,80,5560.0,15807.875
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Kaithal-Kaithal APMC,FAQ,5,32.99219161490684,25691.4,1284.5700000000002,24406.83,175,8600.0,15806.830000000002
From Haryana-Rewari-Rewari APMC to Haryana-Bhiwani-Ch. Dadri APMC,Other,5,4.92980343980344,22127.7,1106.385,21021.315000000002,75,5400.0,15621.315000000002
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Sonipat-Sonepat APMC,FAQ,3,174.67000719960276,21098.699999999997,1054.935,20043.764999999996,48,4536.0,15507.764999999996
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nagpur-Kamthi APMC,Local,4,19.34557291666667,41215.5,2060.775,39154.725,650,23800.0,15354.724999999999
From Karnataka-Kolar-Chintamani APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,6,56.42523340076031,30538.2,1526.91,29011.29,335,13720.0,15291.29
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Satara-Vai APMC,Local,6,96.09829064593491,28850.7,1442.535,27408.165,285,12120.0,15288.165
From NCT of Delhi-Delhi-Azadpur APMC to Haryana-Sonipat-Sonepat APMC,FAQ,3,541.4529669016043,20628.0,1031.4,19596.6,45,4440.0,15156.599999999999
"From Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC to Karnataka-Mysore-Nanjangud APMC",Local,3,38.42651872651873,24612.3,1230.615,23381.684999999998,165,8280.0,15101.684999999998
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,6,361.1957990469993,26179.8,1308.99,24870.809999999998,215,9880.0,14990.809999999998
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,5,185.44854601720118,30672.3,1533.615,29138.684999999998,350,14200.0,14938.684999999998
From Maharashtra-Pune-Pune(Moshi) APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,4,20.17191688311564,19451.4,972.5700000000002,18478.83,22,3704.0,14774.830000000002
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Sirsa-Sirsa APMC,FAQ,6,41.132849182408,25443.6,1272.18,24171.42,205,9560.0,14611.419999999998
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,5,166.7405411026144,21520.8,1076.04,20444.76,90,5880.0,14564.759999999998
From Uttar Pradesh-Auraiya-Auraiya APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,9.476373087134691,33452.7,1672.635,31780.065,445,17240.0,14540.064999999999
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,6,38.03907971148594,28019.4,1400.9700000000003,26618.43,285,12120.0,14498.43
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Punjab-Ropar (Rupnagar)-Ropar APMC",Other,5,43.11028760806084,60004.8,3000.2400000000002,57004.560000000005,1240,42680.0,14324.560000000005
From Andhra Pradesh-Kurnool-Pattikonda APMC to Andhra Pradesh-Chittor-Palamaner APMC,FAQ,3,125.16634468487814,32023.800000000003,1601.1900000000003,30422.610000000004,410,16120.0,14302.610000000004
From Karnataka-Kolar-Kolar APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,4,587.5385190529213,29295.6,1464.78,27830.82,330,13560.0,14270.82
From Rajasthan-Sikar-Sikar APMC to Haryana-Kaithal-Kaithal APMC,FAQ,5,26.225814688521307,25621.199999999997,1281.06,24340.139999999996,235,10520.0,13820.139999999996
From Rajasthan-Sikar-Sikar APMC to Haryana-Sonipat-Sonepat APMC,FAQ,6,14.009384517375741,26577.0,1328.8500000000001,25248.15,265,11480.0,13768.150000000001
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Bhiwani-Ch. Dadri APMC,Other,3,83.77311550851357,21116.7,1055.835,20060.865,105,6360.0,13700.865000000002
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Nagpur-Kamthi APMC,Local,3,32.81988095238095,23605.8,1180.29,22425.51,180,8760.0,13665.509999999998
From Gujarat-Surat-Surat APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,FAQ,4,383.8912102207446,24784.2,1239.21,23544.99,215,9880.0,13664.990000000002
From Rajasthan-Sikar-Sikar APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,6,24.864791814478597,33584.4,1679.2200000000003,31905.18,480,18360.0,13545.18
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Pune-Pune(Moshi) APMC,Local,5,41.22482482728743,24283.2,1214.16,23069.04,210,9720.0,13349.04
From Maharashtra-Pune-Pune APMC to Gujarat-Navsari-Navsari APMC,Local,3,195.36040952628164,27765.899999999998,1388.295,26377.604999999996,315,13080.0,13297.604999999996
From Karnataka-Kolar-Chintamani APMC to Karnataka-Chamrajnagar-Gundlupet APMC,Local,6,57.93766549278636,27631.8,1381.5900000000001,26250.21,315,13080.0,13170.21
From Haryana-Hissar-Hissar APMC to Haryana-Kurukshetra-Thanesar APMC,Local,6,3.2808909327387585,21666.600000000002,1083.3300000000002,20583.27,140,7480.0,13103.27
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Bhatinda-Bathinda APMC,Other,3,21.085090218423552,27334.8,1366.74,25968.059999999998,315,13080.0,12888.059999999998
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Punjab-Bhatinda-Bathinda APMC,Other,3,59.873598604581154,34544.7,1727.235,32817.465,530,19960.0,12857.464999999997
From Haryana-Sonipat-Sonepat APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,6,11.177204112813568,27971.4,1398.5700000000002,26572.83,335,13720.0,12852.830000000002
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Patiala-Patiala APMC,Other,4,61.98156558986862,25817.100000000002,1290.8550000000002,24526.245000000003,275,11800.0,12726.245000000003
From Haryana-Panipat-Panipat APMC to Haryana-Hissar-Barwala(Hisar) APMC,Local,4,28.943062517013743,21182.100000000002,1059.1050000000002,20122.995000000003,140,7480.0,12642.995000000003
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,3.268083343548708,38361.0,1918.0500000000002,36442.95,655,23960.0,12482.949999999997
From Maharashtra-Pune-Pune APMC to Maharashtra-Satara-Vai APMC,Local,6,204.32834716720117,20080.5,1004.0250000000001,19076.475,115,6680.0,12396.474999999999
From Haryana-Panipat-Panipat APMC to Haryana-Hissar-Hissar APMC,Local,6,17.341347813917526,21208.5,1060.425,20148.075,150,7800.0,12348.075
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Nagpur-Hingna APMC,Local,6,27.701390940190606,21572.7,1078.635,20494.065000000002,165,8280.0,12214.065000000002
From Maharashtra-Kolhapur-Kolhapur APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,8.869008523348148,38053.8,1902.6900000000003,36151.11,655,23960.0,12191.11
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Hissar-Hansi APMC,FAQ,5,32.616004670564536,22533.0,1126.65,21406.35,195,9240.0,12166.349999999999
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Gurgaon-Pataudi APMC,Other,4,76.54496076839827,26866.5,1343.325,25523.175,325,13400.0,12123.175
"From NCT of Delhi-Delhi-Azadpur APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",FAQ,3,367.3238096908938,16643.399999999998,832.17,15811.229999999998,25,3800.0,12011.229999999998
From Haryana-Gurgaon-Gurgaon APMC to Rajasthan-Hanumangarh-HanumangarhTown APMC,Other,4,37.260778610571336,28063.5,1403.1750000000002,26660.325,365,14680.0,11980.325
From Punjab-Ludhiana-Khanna APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,Other,3,4.3367614403140715,18194.100000000002,909.7050000000002,17284.395,75,5400.0,11884.395
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Rajasthan-Alwar-Alwar APMC,Other,4,28.17955399665269,34359.299999999996,1717.965,32641.334999999995,555,20760.0,11881.334999999995
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Fatehabad-Ratia APMC,Other,6,69.40213755405588,22865.1,1143.2549999999999,21721.844999999998,215,9880.0,11841.844999999998
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Satara-Vai APMC,Local,6,11.51471648118707,21661.199999999997,1083.06,20578.139999999996,180,8760.0,11818.139999999996
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,3,4.161521841609051,21361.8,1068.09,20293.71,175,8600.0,11693.71
From Haryana-Hissar-Hansi APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,5,5.797639498432602,19803.6,990.18,18813.42,130,7160.0,11653.419999999998
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Sangli-Islampur APMC,Local,3,11.993768955059279,21819.600000000002,1090.9800000000002,20728.620000000003,190,9080.0,11648.620000000003
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Pune(Moshi) APMC,Local,5,166.48497271559717,16210.2,810.5100000000001,15399.69,25,3800.0,11599.69
From Karnataka-Kolar-Kolar APMC to Karnataka-Bangalore-Ramanagara APMC,Local,4,585.8530489340271,19317.0,965.85,18351.15,120,6840.0,11511.150000000001
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Gujarat-Surendranagar-Vadhvan APMC",Other,3,66.532579897334,21375.3,1068.765,20306.535,185,8920.0,11386.535
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Sholapur-Mangal Wedha APMC,Local,4,20.27523923444976,16968.0,848.4000000000001,16119.6,55,4760.0,11359.6
"From Haryana-Faridabad-New Grain Market , Faridabad APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC",Other,3,27.435651955026014,30406.5,1520.325,28886.175,460,17720.0,11166.175
From Maharashtra-Pune-Pune(Moshi) APMC to Maharashtra-Satara-Vai APMC,Local,5,49.55375604996097,18831.0,941.5500000000001,17889.45,120,6840.0,11049.45
From Gujarat-Surat-Surat APMC to Gujarat-Ahmedabad-Ahmedabad APMC,FAQ,4,207.696344325609,23747.7,1187.385,22560.315000000002,270,11640.0,10920.315000000002
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Gujarat-Porbandar-Porbandar APMC,FAQ,4,97.27172364211742,20713.2,1035.66,19677.54,195,9240.0,10437.54
From Maharashtra-Nashik-Nasik APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,132.74833759590794,48016.799999999996,2400.8399999999997,45615.96,1010,35320.0,10295.96
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Sonipat-Sonepat APMC,FAQ,6,26.221684949775625,23405.1,1170.2549999999999,22234.844999999998,280,11960.0,10274.844999999998
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Balrampur-Balrampur APMC,FAQ,3,10.140562580172256,19654.2,982.71,18671.49,170,8440.0,10231.490000000002
From Maharashtra-Pune-Khed(Chakan) APMC to Maharashtra-Satara-Vai APMC,Local,5,17.67498027737836,17957.4,897.8700000000001,17059.530000000002,120,6840.0,10219.530000000002
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Andhra Pradesh-Chittor-Kalikiri APMC,FAQ,6,33.36309938251719,14875.800000000001,743.7900000000001,14132.01,30,3960.0,10172.01
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,6,189.58623748551955,14902.8,745.14,14157.66,35,4120.0,10037.66
From Uttar Pradesh-Mirzapur-Ahirora APMC to Uttar Pradesh-Ayodhya-Ayodhya APMC,Other,3,67.03816892327531,21490.2,1074.51,20415.690000000002,235,10520.0,9895.690000000002
From Karnataka-Kolar-Chintamani APMC to Karnataka-Kolar-Chickkaballapura APMC,Local,3,16.683573317852993,15044.400000000001,752.2200000000001,14292.180000000002,45,4440.0,9852.180000000002
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Bangalore-Ramanagara APMC,Local,6,16.18426417219528,35720.100000000006,1786.0050000000003,33934.09500000001,660,24120.0,9814.095000000008
From Maharashtra-Pune-Pune APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,3,205.63297680097676,22075.8,1103.79,20972.01,255,11160.0,9812.009999999998
